Year,Month,Monthly_Anomaly,Monthly_Unc,Annual_Anomaly,Annual_Unc,FiveYear_Anomaly,FiveYear_Unc,TenYear_Anomaly,TenYear_Unc,TwentyYear_Anomaly,TwentyYear_Unc
1921,9,-0.164,0.111,-0.185,0.096,-0.226,0.086,-0.264,0.076,-0.237,0.072
1921,10,-0.05,0.125,-0.172,0.095,-0.228,0.087,-0.26,0.075,-0.235,0.072
1921,11,-0.136,0.169,-0.176,0.096,-0.227,0.089,-0.255,0.075,-0.234,0.073
1921,12,-0.136,0.127,-0.185,0.096,-0.225,0.087,-0.251,0.073,-0.233,0.073
1922,1,-0.288,0.221,-0.193,0.097,-0.224,0.088,-0.248,0.072,-0.232,0.073
1922,2,-0.301,0.179,-0.206,0.093,-0.224,0.088,-0.243,0.072,-0.232,0.073
1922,3,-0.186,0.135,-0.219,0.091,-0.223,0.089,-0.239,0.072,-0.231,0.072
1922,4,-0.113,0.159,-0.239,0.086,-0.223,0.087,-0.237,0.072,-0.23,0.072
1922,5,-0.292,0.163,-0.25,0.082,-0.219,0.084,-0.233,0.072,-0.229,0.072
1922,6,-0.291,0.138,-0.262,0.084,-0.218,0.083,-0.231,0.072,-0.229,0.072
1922,7,-0.183,0.225,-0.258,0.079,-0.222,0.082,-0.23,0.073,-0.228,0.073
1922,8,-0.336,0.153,-0.264,0.083,-0.224,0.082,-0.229,0.074,-0.226,0.073
1922,9,-0.32,0.179,-0.279,0.085,-0.226,0.081,-0.228,0.074,-0.224,0.073
1922,10,-0.288,0.16,-0.293,0.088,-0.226,0.081,-0.223,0.074,-0.222,0.073
1922,11,-0.262,0.16,-0.288,0.085,-0.226,0.082,-0.219,0.073,-0.221,0.073
1922,12,-0.278,0.211,-0.274,0.092,-0.226,0.081,-0.215,0.072,-0.22,0.073
1923,1,-0.251,0.21,-0.28,0.093,-0.225,0.081,-0.21,0.071,-0.219,0.073
1923,2,-0.37,0.25,-0.274,0.105,-0.225,0.082,-0.206,0.071,-0.218,0.072
1923,3,-0.368,0.145,-0.272,0.1,-0.226,0.083,-0.204,0.071,-0.218,0.072
1923,4,-0.278,0.224,-0.254,0.105,-0.225,0.082,-0.201,0.073,-0.217,0.072
1923,5,-0.229,0.219,-0.233,0.108,-0.221,0.08,-0.199,0.073,-0.216,0.072
1923,6,-0.121,0.2,-0.206,0.106,-0.213,0.081,-0.198,0.073,-0.216,0.072
1923,7,-0.253,0.208,-0.208,0.107,-0.208,0.079,-0.197,0.073,-0.215,0.071
1923,8,-0.273,0.23,-0.187,0.099,-0.205,0.078,-0.195,0.074,-0.215,0.071
1923,9,-0.292,0.164,-0.16,0.101,-0.199,0.079,-0.195,0.075,-0.214,0.072
1923,10,-0.069,0.137,-0.16,0.095,-0.196,0.079,-0.195,0.076,-0.213,0.072
1923,11,-0.01,0.17,-0.153,0.096,-0.195,0.078,-0.195,0.076,-0.213,0.072
1923,12,0.037,0.142,-0.156,0.085,-0.193,0.077,-0.194,0.076,-0.215,0.072
1924,1,-0.265,0.153,-0.154,0.081,-0.195,0.078,-0.195,0.077,-0.216,0.071
1924,2,-0.122,0.178,-0.16,0.081,-0.194,0.078,-0.197,0.078,-0.215,0.071
1924,3,-0.047,0.134,-0.16,0.085,-0.193,0.08,-0.197,0.078,-0.215,0.071
1924,4,-0.274,0.108,-0.178,0.086,-0.192,0.079,-0.199,0.079,-0.215,0.071
1924,5,-0.144,0.108,-0.195,0.083,-0.191,0.081,-0.2,0.079,-0.214,0.071
1924,6,-0.156,0.247,-0.23,0.087,-0.192,0.08,-0.2,0.079,-0.213,0.072
1924,7,-0.227,0.13,-0.242,0.093,-0.191,0.079,-0.2,0.079,-0.213,0.072
1924,8,-0.348,0.17,-0.266,0.09,-0.188,0.078,-0.199,0.079,-0.213,0.072
1924,9,-0.294,0.2,-0.284,0.092,-0.189,0.079,-0.198,0.08,-0.213,0.072
1924,10,-0.28,0.16,-0.281,0.097,-0.192,0.079,-0.197,0.08,-0.212,0.072
1924,11,-0.213,0.111,-0.282,0.1,-0.189,0.078,-0.194,0.079,-0.211,0.072
1924,12,-0.393,0.12,-0.285,0.1,-0.187,0.078,-0.195,0.079,-0.211,0.072
1925,1,-0.407,0.14,-0.285,0.103,-0.185,0.075,-0.195,0.079,-0.211,0.073
1925,2,-0.413,0.161,-0.27,0.103,-0.181,0.078,-0.194,0.079,-0.21,0.073
1925,3,-0.262,0.162,-0.261,0.104,-0.178,0.079,-0.194,0.079,-0.211,0.073
1925,4,-0.236,0.158,-0.247,0.103,-0.171,0.079,-0.193,0.079,-0.211,0.074
1925,5,-0.157,0.169,-0.231,0.103,-0.167,0.077,-0.193,0.079,-0.212,0.074
1925,6,-0.194,0.107,-0.192,0.106,-0.167,0.075,-0.192,0.078,-0.213,0.074
1925,7,-0.217,0.185,-0.145,0.098,-0.163,0.074,-0.19,0.078,-0.213,0.074
1925,8,-0.175,0.157,-0.111,0.096,-0.158,0.073,-0.189,0.08,-0.213,0.074
1925,9,-0.191,0.272,-0.085,0.099,-0.155,0.074,-0.188,0.08,-0.212,0.075
1925,10,-0.101,0.157,-0.073,0.101,-0.154,0.074,-0.187,0.079,-0.212,0.075
1925,11,-0.027,0.157,-0.074,0.099,-0.153,0.076,-0.183,0.078,-0.213,0.076
1925,12,0.072,0.123,-0.064,0.098,-0.155,0.075,-0.18,0.078,-0.212,0.076
1926,1,0.158,0.13,-0.064,0.089,-0.153,0.075,-0.179,0.078,-0.213,0.076
1926,2,-0.005,0.15,-0.061,0.085,-0.151,0.079,-0.179,0.078,-0.213,0.076
1926,3,0.049,0.192,-0.054,0.082,-0.149,0.08,-0.177,0.078,-0.213,0.076
1926,4,-0.092,0.182,-0.043,0.079,-0.15,0.08,-0.176,0.078,-0.212,0.076
1926,5,-0.163,0.187,-0.045,0.088,-0.153,0.08,-0.175,0.078,-0.212,0.076
1926,6,-0.081,0.139,-0.068,0.088,-0.156,0.081,-0.174,0.077,-0.211,0.076
1926,7,-0.211,0.128,-0.1,0.09,-0.157,0.081,-0.173,0.077,-0.209,0.077
1926,8,-0.141,0.165,-0.109,0.087,-0.163,0.081,-0.171,0.078,-0.208,0.077
1926,9,-0.104,0.254,-0.137,0.086,-0.168,0.081,-0.17,0.078,-0.207,0.076
1926,10,0.024,0.118,-0.151,0.083,-0.17,0.081,-0.169,0.078,-0.205,0.076
1926,11,-0.053,0.173,-0.148,0.082,-0.173,0.081,-0.168,0.079,-0.203,0.076
1926,12,-0.197,0.134,-0.155,0.085,-0.174,0.081,-0.167,0.079,-0.2,0.075
1927,1,-0.229,0.198,-0.143,0.08,-0.176,0.08,-0.164,0.079,-0.197,0.075
1927,2,-0.106,0.152,-0.14,0.079,-0.173,0.08,-0.163,0.078,-0.194,0.074
1927,3,-0.292,0.128,-0.142,0.075,-0.173,0.081,-0.163,0.079,-0.192,0.074
1927,4,-0.261,0.167,-0.134,0.077,-0.171,0.082,-0.162,0.079,-0.19,0.075
1927,5,-0.128,0.132,-0.132,0.074,-0.17,0.083,-0.16,0.079,-0.188,0.075
1927,6,-0.161,0.172,-0.139,0.069,-0.171,0.083,-0.158,0.079,-0.186,0.075
1927,7,-0.071,0.138,-0.119,0.066,-0.168,0.084,-0.157,0.078,-0.185,0.077
1927,8,-0.105,0.158,-0.116,0.066,-0.165,0.085,-0.155,0.079,-0.184,0.077
1927,9,-0.128,0.181,-0.11,0.067,-0.162,0.085,-0.153,0.079,-0.182,0.077
1927,10,0.124,0.083,-0.103,0.076,-0.161,0.086,-0.151,0.079,-0.179,0.077
1927,11,-0.028,0.132,-0.108,0.087,-0.16,0.085,-0.151,0.08,-0.177,0.077
1927,12,-0.287,0.162,-0.112,0.091,-0.157,0.085,-0.15,0.079,-0.174,0.077
1928,1,0.019,0.083,-0.119,0.1,-0.154,0.084,-0.15,0.08,-0.171,0.077
1928,2,-0.075,0.185,-0.125,0.109,-0.152,0.086,-0.15,0.079,-0.168,0.077
1928,3,-0.216,0.166,-0.129,0.106,-0.15,0.084,-0.15,0.079,-0.166,0.077
1928,4,-0.176,0.261,-0.15,0.117,-0.149,0.084,-0.149,0.079,-0.164,0.077
1928,5,-0.195,0.16,-0.161,0.121,-0.146,0.084,-0.149,0.079,-0.163,0.077
1928,6,-0.211,0.147,-0.148,0.124,-0.147,0.084,-0.15,0.078,-0.162,0.077
1928,7,-0.15,0.137,-0.18,0.128,-0.15,0.085,-0.15,0.077,-0.161,0.077
1928,8,-0.176,0.245,-0.211,0.127,-0.153,0.086,-0.149,0.077,-0.159,0.077
1928,9,-0.178,0.187,-0.223,0.123,-0.155,0.086,-0.15,0.079,-0.158,0.078
1928,10,-0.123,0.18,-0.24,0.114,-0.156,0.086,-0.15,0.079,-0.157,0.078
1928,11,-0.159,0.185,-0.253,0.119,-0.156,0.086,-0.153,0.079,-0.156,0.079
1928,12,-0.139,0.114,-0.254,0.115,-0.155,0.085,-0.157,0.08,-0.155,0.079
1929,1,-0.358,0.188,-0.27,0.114,-0.151,0.086,-0.157,0.079,-0.154,0.079
1929,2,-0.445,0.17,-0.271,0.106,-0.148,0.086,-0.157,0.079,-0.154,0.08
1929,3,-0.363,0.152,-0.279,0.102,-0.147,0.086,-0.16,0.079,-0.154,0.08
1929,4,-0.386,0.117,-0.281,0.103,-0.145,0.086,-0.16,0.08,-0.153,0.081
1929,5,-0.351,0.166,-0.279,0.105,-0.145,0.086,-0.16,0.08,-0.152,0.081
1929,6,-0.222,0.155,-0.305,0.106,-0.142,0.087,-0.159,0.08,-0.15,0.081
1929,7,-0.342,0.136,-0.294,0.105,-0.137,0.087,-0.158,0.08,-0.149,0.081
1929,8,-0.179,0.19,-0.277,0.108,-0.139,0.087,-0.156,0.079,-0.148,0.081
1929,9,-0.274,0.223,-0.256,0.113,-0.136,0.087,-0.155,0.079,-0.146,0.081
1929,10,-0.155,0.19,-0.236,0.119,-0.132,0.087,-0.152,0.079,-0.145,0.081
1929,11,-0.128,0.195,-0.214,0.121,-0.13,0.089,-0.15,0.08,-0.143,0.081
1929,12,-0.457,0.214,-0.197,0.126,-0.13,0.088,-0.147,0.081,-0.14,0.08
1930,1,-0.225,0.233,-0.175,0.132,-0.129,0.089,-0.146,0.081,-0.14,0.08
1930,2,-0.244,0.214,-0.162,0.138,-0.13,0.089,-0.142,0.081,-0.138,0.08
1930,3,-0.105,0.159,-0.147,0.134,-0.128,0.088,-0.141,0.08,-0.137,0.08
1930,4,-0.154,0.174,-0.135,0.127,-0.131,0.089,-0.141,0.081,-0.135,0.08
1930,5,-0.083,0.206,-0.112,0.12,-0.135,0.092,-0.142,0.08,-0.134,0.08
1930,6,-0.018,0.122,-0.072,0.112,-0.133,0.092,-0.142,0.081,-0.133,0.079
1930,7,-0.071,0.173,-0.058,0.102,-0.138,0.092,-0.141,0.08,-0.131,0.08
1930,8,-0.035,0.238,-0.052,0.098,-0.142,0.091,-0.14,0.079,-0.13,0.08
1930,9,-0.092,0.153,-0.051,0.1,-0.144,0.091,-0.14,0.078,-0.13,0.08
1930,10,-0.006,0.121,-0.05,0.102,-0.145,0.09,-0.139,0.078,-0.129,0.079
1930,11,0.152,0.089,-0.055,0.095,-0.145,0.089,-0.142,0.079,-0.127,0.079
1930,12,0.015,0.097,-0.055,0.095,-0.146,0.087,-0.144,0.08,-0.125,0.08
1931,1,-0.056,0.089,-0.046,0.092,-0.147,0.086,-0.148,0.081,-0.125,0.08
1931,2,-0.172,0.185,-0.044,0.083,-0.148,0.083,-0.15,0.081,-0.124,0.08
1931,3,-0.097,0.189,-0.035,0.081,-0.15,0.084,-0.153,0.081,-0.123,0.08
1931,4,-0.132,0.194,-0.025,0.078,-0.15,0.083,-0.153,0.082,-0.122,0.08
1931,5,-0.152,0.173,-0.042,0.082,-0.154,0.083,-0.153,0.083,-0.12,0.08
1931,6,-0.01,0.22,-0.046,0.081,-0.159,0.083,-0.153,0.083,-0.119,0.08
1931,7,0.037,0.193,-0.034,0.084,-0.157,0.082,-0.151,0.083,-0.118,0.081
1931,8,-0.01,0.155,-0.038,0.081,-0.151,0.081,-0.15,0.083,-0.117,0.081
1931,9,0.009,0.149,-0.041,0.089,-0.151,0.082,-0.15,0.083,-0.117,0.082
1931,10,0.12,0.128,-0.03,0.092,-0.15,0.084,-0.15,0.083,-0.116,0.083
1931,11,-0.054,0.153,-0.021,0.093,-0.146,0.084,-0.15,0.083,-0.115,0.083
1931,12,-0.029,0.135,-0.03,0.096,-0.143,0.085,-0.148,0.083,-0.114,0.083
1932,1,0.082,0.099,-0.037,0.094,-0.139,0.085,-0.147,0.083,-0.112,0.084
1932,2,-0.22,0.117,-0.047,0.095,-0.139,0.083,-0.146,0.083,-0.111,0.084
1932,3,-0.133,0.207,-0.048,0.095,-0.136,0.082,-0.145,0.083,-0.11,0.085
1932,4,0.006,0.137,-0.063,0.095,-0.134,0.081,-0.143,0.084,-0.109,0.085
1932,5,-0.052,0.213,-0.081,0.099,-0.13,0.081,-0.142,0.084,-0.108,0.086
1932,6,-0.115,0.143,-0.096,0.095,-0.123,0.083,-0.141,0.084,-0.106,0.086
1932,7,-0.051,0.151,-0.123,0.096,-0.125,0.081,-0.14,0.086,-0.106,0.087
1932,8,-0.133,0.205,-0.13,0.096,-0.119,0.08,-0.138,0.086,-0.104,0.087
1932,9,0.009,0.148,-0.148,0.1,-0.12,0.08,-0.136,0.086,-0.103,0.087
1932,10,-0.067,0.145,-0.169,0.101,-0.122,0.081,-0.135,0.087,-0.102,0.088
1932,11,-0.263,0.183,-0.183,0.094,-0.125,0.08,-0.135,0.088,-0.101,0.088
1932,12,-0.212,0.093,-0.192,0.097,-0.127,0.081,-0.132,0.089,-0.099,0.089
1933,1,-0.246,0.114,-0.209,0.089,-0.127,0.079,-0.132,0.088,-0.099,0.089
1933,2,-0.302,0.094,-0.214,0.082,-0.128,0.076,-0.131,0.087,-0.097,0.089
1933,3,-0.347,0.15,-0.242,0.091,-0.129,0.077,-0.128,0.087,-0.095,0.09
1933,4,-0.244,0.154,-0.248,0.086,-0.13,0.078,-0.127,0.086,-0.094,0.09
1933,5,-0.221,0.163,-0.256,0.078,-0.138,0.08,-0.126,0.086,-0.093,0.091
1933,6,-0.229,0.191,-0.276,0.079,-0.141,0.082,-0.125,0.086,-0.092,0.091
1933,7,-0.248,0.161,-0.278,0.074,-0.145,0.084,-0.124,0.086,-0.091,0.092
1933,8,-0.202,0.151,-0.259,0.074,-0.148,0.083,-0.123,0.085,-0.09,0.092
1933,9,-0.323,0.238,-0.26,0.076,-0.15,0.084,-0.121,0.084,-0.088,0.093
1933,10,-0.134,0.209,-0.266,0.086,-0.15,0.085,-0.118,0.085,-0.087,0.093
1933,11,-0.363,0.151,-0.257,0.095,-0.15,0.088,-0.116,0.085,-0.086,0.094
1933,12,-0.451,0.117,-0.242,0.094,-0.151,0.09,-0.116,0.086,-0.085,0.095
1934,1,-0.266,0.09,-0.23,0.099,-0.152,0.089,-0.114,0.086,-0.083,0.095
1934,2,-0.074,0.13,-0.226,0.102,-0.152,0.088,-0.111,0.086,-0.082,0.096
1934,3,-0.369,0.2,-0.209,0.095,-0.154,0.088,-0.11,0.086,-0.08,0.097
1934,4,-0.313,0.229,-0.198,0.092,-0.155,0.088,-0.107,0.087,-0.079,0.097
1934,5,-0.109,0.167,-0.158,0.091,-0.155,0.088,-0.103,0.087,-0.077,0.097
1934,6,-0.055,0.168,-0.127,0.102,-0.155,0.087,-0.101,0.087,-0.076,0.098
1934,7,-0.102,0.144,-0.131,0.104,-0.157,0.087,-0.098,0.088,-0.075,0.099
1934,8,-0.157,0.108,-0.116,0.104,-0.153,0.087,-0.097,0.087,-0.072,0.099
1934,9,-0.118,0.159,-0.1,0.104,-0.153,0.087,-0.094,0.086,-0.07,0.099
1934,10,0.0,0.117,-0.096,0.101,-0.154,0.088,-0.094,0.087,-0.068,0.1
1934,11,0.121,0.194,-0.107,0.102,-0.154,0.087,-0.093,0.087,-0.066,0.101
1934,12,-0.082,0.231,-0.116,0.101,-0.152,0.087,-0.086,0.087,-0.064,0.102
1935,1,-0.314,0.161,-0.113,0.093,-0.15,0.09,-0.084,0.087,-0.062,0.103
1935,2,0.103,0.157,-0.109,0.092,-0.147,0.089,-0.081,0.086,-0.06,0.103
1935,3,-0.175,0.152,-0.113,0.092,-0.144,0.09,-0.08,0.086,-0.059,0.104
1935,4,-0.266,0.211,-0.117,0.095,-0.14,0.09,-0.077,0.086,-0.057,0.105
1935,5,-0.24,0.165,-0.153,0.097,-0.134,0.09,-0.075,0.086,-0.056,0.105
1935,6,-0.155,0.184,-0.161,0.097,-0.131,0.092,-0.075,0.086,-0.055,0.105
1935,7,-0.073,0.113,-0.16,0.101,-0.126,0.091,-0.073,0.087,-0.054,0.106
1935,8,-0.105,0.121,-0.196,0.101,-0.12,0.09,-0.072,0.086,-0.052,0.106
1935,9,-0.166,0.212,-0.2,0.101,-0.113,0.09,-0.071,0.086,-0.051,0.106
1935,10,-0.054,0.15,-0.191,0.105,-0.109,0.09,-0.07,0.086,-0.049,0.106
1935,11,-0.304,0.177,-0.182,0.116,-0.106,0.092,-0.071,0.087,-0.049,0.107
1935,12,-0.185,0.182,-0.176,0.117,-0.104,0.093,-0.07,0.088,-0.049,0.107
1936,1,-0.302,0.14,-0.17,0.121,-0.101,0.095,-0.071,0.089,-0.05,0.107
1936,2,-0.321,0.167,-0.164,0.127,-0.098,0.096,-0.069,0.089,-0.05,0.107
1936,3,-0.226,0.137,-0.156,0.118,-0.091,0.094,-0.068,0.09,-0.051,0.107
1936,4,-0.16,0.242,-0.147,0.116,-0.086,0.095,-0.067,0.09,-0.05,0.107
1936,5,-0.13,0.231,-0.129,0.115,-0.079,0.096,-0.065,0.091,-0.049,0.107
1936,6,-0.08,0.207,-0.113,0.105,-0.074,0.098,-0.064,0.093,-0.05,0.107
1936,7,-0.008,0.164,-0.095,0.101,-0.07,0.097,-0.063,0.094,-0.049,0.108
1936,8,-0.028,0.15,-0.064,0.102,-0.071,0.097,-0.063,0.095,-0.049,0.108
1936,9,-0.071,0.164,-0.058,0.099,-0.069,0.097,-0.064,0.096,-0.049,0.109
1936,10,0.047,0.124,-0.05,0.09,-0.064,0.096,-0.063,0.098,-0.049,0.109
1936,11,-0.087,0.122,-0.044,0.085,-0.061,0.096,-0.062,0.099,-0.049,0.11
1936,12,0.016,0.089,-0.036,0.079,-0.059,0.096,-0.061,0.1,-0.049,0.11
1937,1,-0.089,0.091,-0.029,0.096,-0.058,0.097,-0.06,0.101,-0.049,0.11
1937,2,0.049,0.142,-0.022,0.097,-0.055,0.096,-0.058,0.103,-0.048,0.111
1937,3,-0.151,0.127,-0.002,0.103,-0.052,0.096,-0.057,0.104,-0.046,0.111
1937,4,-0.065,0.195,0.01,0.107,-0.053,0.098,-0.057,0.105,-0.045,0.111
1937,5,-0.055,0.15,0.024,0.11,-0.056,0.098,-0.056,0.105,-0.045,0.111
1937,6,0.008,0.124,0.02,0.114,-0.049,0.095,-0.054,0.107,-0.044,0.111
1937,7,0.073,0.293,0.033,0.113,-0.044,0.096,-0.054,0.108,-0.044,0.112
1937,8,0.066,0.129,0.037,0.108,-0.044,0.095,-0.053,0.109,-0.044,0.112
1937,9,0.164,0.148,0.054,0.106,-0.039,0.095,-0.054,0.111,-0.043,0.112
1937,10,0.189,0.145,0.061,0.099,-0.032,0.094,-0.053,0.111,-0.044,0.113
1937,11,0.078,0.17,0.059,0.102,-0.026,0.095,-0.051,0.111,-0.044,0.113
1937,12,-0.029,0.102,0.048,0.108,-0.022,0.095,-0.048,0.113,-0.043,0.114
1938,1,0.069,0.052,0.04,0.098,-0.019,0.097,-0.047,0.114,-0.043,0.114
1938,2,0.092,0.084,0.033,0.095,-0.016,0.099,-0.043,0.115,-0.043,0.114
1938,3,0.058,0.136,0.024,0.092,-0.012,0.098,-0.041,0.116,-0.043,0.114
1938,4,0.014,0.133,0.022,0.095,-0.01,0.097,-0.039,0.118,-0.043,0.114
1938,5,-0.072,0.193,0.021,0.091,-0.005,0.097,-0.036,0.119,-0.041,0.114
1938,6,-0.122,0.216,0.013,0.099,0.001,0.097,-0.034,0.12,-0.04,0.115
1938,7,-0.026,0.169,0.001,0.1,0.004,0.098,-0.032,0.123,-0.04,0.115
1938,8,-0.019,0.137,-0.016,0.104,0.01,0.099,-0.03,0.124,-0.039,0.115
1938,9,0.058,0.208,-0.04,0.105,0.013,0.1,-0.027,0.125,-0.039,0.115
1938,10,0.167,0.134,-0.045,0.112,0.016,0.101,-0.023,0.126,-0.039,0.115
1938,11,0.063,0.148,-0.031,0.109,0.02,0.101,-0.019,0.128,-0.039,0.116
1938,12,-0.122,0.202,-0.015,0.102,0.023,0.103,-0.013,0.129,-0.039,0.116
1939,1,-0.077,0.107,-0.015,0.106,0.026,0.107,-0.009,0.13,-0.037,0.116
1939,2,-0.11,0.169,-0.013,0.106,0.027,0.11,-0.006,0.132,-0.036,0.116
1939,3,-0.233,0.182,-0.014,0.114,0.026,0.114,-0.001,0.134,-0.035,0.116
1939,4,-0.043,0.252,-0.035,0.117,0.029,0.119,0.002,0.135,-0.034,0.117
1939,5,0.089,0.213,-0.042,0.118,0.031,0.121,0.005,0.135,-0.033,0.118
1939,6,0.074,0.153,-0.005,0.123,0.032,0.125,0.006,0.136,-0.032,0.118
1939,7,-0.029,0.284,0.002,0.132,0.038,0.128,0.008,0.138,-0.031,0.118
1939,8,0.012,0.085,0.02,0.128,0.037,0.132,0.012,0.139,-0.031,0.118
1939,9,0.044,0.182,0.048,0.124,0.04,0.134,0.015,0.14,-0.031,0.117
1939,10,-0.087,0.192,0.065,0.114,0.041,0.135,0.017,0.142,-0.03,0.117
1939,11,-0.023,0.208,0.067,0.113,0.043,0.137,0.017,0.143,-0.03,0.117
1939,12,0.323,0.11,0.067,0.117,0.044,0.141,0.019,0.143,-0.029,0.118
1940,1,0.002,0.14,0.079,0.104,0.043,0.141,0.022,0.143,-0.029,0.118
1940,2,0.105,0.13,0.083,0.112,0.04,0.143,0.022,0.144,-0.029,0.118
1940,3,0.11,0.136,0.086,0.113,0.037,0.145,0.024,0.146,-0.03,0.118
1940,4,0.156,0.109,0.1,0.104,0.035,0.147,0.028,0.147,-0.03,0.118
1940,5,0.113,0.17,0.102,0.099,0.033,0.147,0.03,0.148,-0.03,0.118
1940,6,0.074,0.197,0.088,0.102,0.035,0.148,0.032,0.149,-0.03,0.118
1940,7,0.115,0.226,0.077,0.11,0.032,0.151,0.033,0.15,-0.03,0.118
1940,8,0.059,0.171,0.073,0.116,0.033,0.154,0.036,0.152,-0.03,0.118
1940,9,0.083,0.193,0.061,0.124,0.03,0.157,0.038,0.153,-0.03,0.118
1940,10,0.077,0.167,0.05,0.139,0.031,0.161,0.041,0.154,-0.031,0.118
1940,11,0.002,0.204,0.046,0.151,0.033,0.163,0.044,0.155,-0.033,0.118
1940,12,0.155,0.125,0.05,0.162,0.036,0.165,0.045,0.155,-0.034,0.118
1941,1,-0.132,0.271,0.057,0.187,0.037,0.167,0.048,0.154,-0.035,0.119
1941,2,0.066,0.186,0.053,0.208,0.038,0.17,0.049,0.155,-0.036,0.119
1941,3,-0.038,0.237,0.037,0.226,0.038,0.174,0.051,0.155,-0.036,0.119
1941,4,0.027,0.302,0.048,0.245,0.04,0.177,0.053,0.154,-0.036,0.118
1941,5,0.07,0.348,0.051,0.26,0.042,0.179,0.054,0.153,-0.035,0.118
1941,6,0.113,0.267,0.044,0.269,0.047,0.182,0.053,0.154,-0.034,0.119
1941,7,0.197,0.344,0.076,0.268,0.053,0.186,0.053,0.154,-0.034,0.118
1941,8,0.016,0.327,0.071,0.278,0.058,0.189,0.052,0.155,-0.034,0.118
1941,9,-0.109,0.296,0.077,0.277,0.066,0.191,0.052,0.157,-0.033,0.119
1941,10,0.216,0.355,0.072,0.27,0.069,0.191,0.051,0.158,-0.033,0.119
1941,11,0.028,0.28,0.074,0.267,0.071,0.192,0.052,0.158,-0.033,0.119
1941,12,0.072,0.295,0.071,0.273,0.071,0.194,0.05,0.158,-0.032,0.119
1942,1,0.249,0.304,0.052,0.267,0.074,0.196,0.05,0.159,-0.032,0.119
1942,2,0.005,0.334,0.045,0.267,0.078,0.2,0.049,0.16,-0.03,0.119
1942,3,0.037,0.247,0.053,0.264,0.082,0.2,0.052,0.16,-0.03,0.119
1942,4,-0.028,0.25,0.038,0.25,0.088,0.203,0.053,0.16,-0.029,0.119
1942,5,0.092,0.289,0.035,0.239,0.089,0.204,0.053,0.159,-0.029,0.118
1942,6,0.08,0.324,0.033,0.231,0.087,0.206,0.053,0.16,-0.028,0.119
1942,7,-0.032,0.242,0.007,0.224,0.089,0.208,0.053,0.16,-0.027,0.119
1942,8,-0.071,0.385,0.015,0.215,0.088,0.211,0.051,0.16,-0.026,0.118
1942,9,-0.01,0.292,0.005,0.215,0.087,0.214,0.049,0.16,-0.026,0.118
1942,10,0.038,0.179,0.013,0.23,0.087,0.216,0.048,0.162,-0.025,0.118
1942,11,-0.013,0.194,0.011,0.232,0.086,0.218,0.047,0.162,-0.024,0.118
1942,12,0.046,0.205,0.006,0.229,0.086,0.22,0.047,0.162,-0.023,0.118
1943,1,-0.054,0.245,0.011,0.233,0.085,0.223,0.046,0.163,-0.022,0.118
1943,2,0.099,0.272,0.023,0.228,0.089,0.226,0.044,0.164,-0.02,0.117
1943,3,-0.086,0.236,0.028,0.229,0.089,0.228,0.042,0.164,-0.018,0.117
1943,4,0.073,0.365,0.05,0.236,0.092,0.231,0.041,0.165,-0.015,0.117
1943,5,0.063,0.31,0.064,0.244,0.093,0.233,0.043,0.165,-0.013,0.117
1943,6,0.021,0.296,0.075,0.246,0.089,0.233,0.044,0.166,-0.011,0.116
1943,7,0.023,0.298,0.103,0.251,0.092,0.23,0.044,0.167,-0.01,0.117
1943,8,0.072,0.299,0.114,0.257,0.089,0.229,0.044,0.168,-0.009,0.117
1943,9,0.05,0.277,0.14,0.26,0.089,0.227,0.042,0.169,-0.007,0.117
1943,10,0.311,0.272,0.145,0.251,0.09,0.224,0.041,0.17,-0.006,0.117
1943,11,0.153,0.34,0.157,0.243,0.089,0.221,0.039,0.171,-0.004,0.117
1943,12,0.17,0.221,0.162,0.238,0.083,0.219,0.038,0.172,-0.002,0.117
1944,1,0.287,0.294,0.173,0.243,0.079,0.217,0.039,0.172,-0.001,0.118
1944,2,0.229,0.325,0.186,0.247,0.077,0.213,0.039,0.173,-0.001,0.117
1944,3,0.229,0.268,0.206,0.239,0.077,0.212,0.04,0.173,0.0,0.117
1944,4,0.134,0.217,0.202,0.241,0.074,0.21,0.039,0.173,0.001,0.117
1944,5,0.201,0.284,0.196,0.237,0.072,0.207,0.038,0.173,0.001,0.117
1944,6,0.092,0.22,0.195,0.236,0.067,0.204,0.036,0.173,0.001,0.117
1944,7,0.152,0.345,0.181,0.231,0.063,0.202,0.036,0.173,0.002,0.117
1944,8,0.221,0.28,0.168,0.23,0.062,0.2,0.035,0.173,0.002,0.117
1944,9,0.29,0.185,0.152,0.23,0.063,0.198,0.033,0.172,0.002,0.117
1944,10,0.271,0.298,0.155,0.231,0.065,0.199,0.033,0.172,0.002,0.117
1944,11,0.073,0.268,0.143,0.232,0.063,0.197,0.032,0.17,0.002,0.118
1944,12,0.166,0.235,0.142,0.233,0.062,0.194,0.029,0.17,0.002,0.117
1945,1,0.117,0.233,0.133,0.226,0.063,0.193,0.026,0.17,0.004,0.117
1945,2,0.07,0.273,0.136,0.222,0.062,0.189,0.023,0.17,0.003,0.117
1945,3,0.043,0.263,0.121,0.226,0.061,0.187,0.02,0.17,0.002,0.117
1945,4,0.166,0.28,0.122,0.23,0.061,0.188,0.018,0.17,0.003,0.117
